mq2,temp,flame,label
1200,58.953084542804824,1,2
238,33.94894488263052,0,0
150,33.49813956290504,0,0
983,51.46500583437542,1,2
735,45.884963892965395,0,1
1170,73.93011217067723,1,2
884,86.08277657634451,1,2
598,46.472235667338026,0,1
603,38.90038800654996,0,1
0,40.33695158749415,0,0
1195,95.65637654286674,1,2
884,75.1082317567245,1,2
376,48.73974300773468,0,1
154,24.183112254813956,0,0
201,40.08932628258223,0,0
133,30.394046466652306,0,0
571,47.45073532615743,0,1
283,42.97516409314229,0,0
860,69.54805242120516,1,2
37,27.79977142453729,0,0
0,32.5487634890937,0,0
56,31.4073411839517,0,0
1037,69.21595429355236,1,2
1031,64.5002365305584,1,2
51,32.1588035510289,0,0
615,55.42567099365415,0,1
604,56.055268780443036,0,1
540,40.87000047341372,0,1
984,97.13077900196343,1,2
1007,77.28952588035543,1,2
684,66.46083682274488,0,1
870,68.27822434379894,1,2
903,58.70864590756989,1,2
896,100.66843349647993,1,2
86,20.95911709830731,0,0
650,66.50885478516835,0,1
1136,84.77483576431146,1,2
413,52.98760758548791,0,1
217,49.96176042738354,0,0
996,85.91918718764757,1,2
997,83.16544901353035,1,2
458,47.50921079643909,0,1
37,42.14400011901519,0,0
999,100.22219292669038,1,2
1168,87.70646194672074,1,2
987,76.33451339407942,1,2
210,28.65250626749088,0,0
910,76.05072136824224,1,2
619,57.69121309819121,0,1
920,76.08476015500095,1,2
878,91.21221133264547,1,2
929,70.76647007547793,1,2
907,85.02614554509809,1,2
1168,80.01153899073843,1,2
1121,60.65517360791148,1,2
967,90.8909808132065,1,2
538,46.30985026650817,0,1
879,82.86630636262967,1,2
122,38.62457199515292,0,0
556,58.01244816870772,0,1
390,49.70132649603958,0,1
294,28.163531095327176,0,0
458,57.930979534956215,0,1
697,67.5180391915279,0,1
496,53.69308547828155,0,1
1194,100.49219263285462,1,2
747,49.96674483061297,0,1
1021,92.05231149749163,1,2
217,23.290091258232586,0,0
685,61.08724965829724,0,1
857,73.80220287696002,1,2
0,29.03411128074538,0,0
488,66.28103591929091,0,1
836,80.61204515721272,1,2
162,33.33453856626816,0,0
594,68.26623295714506,0,1
281,32.893534838196786,0,0
71,34.1158815040198,0,0
495,52.579386793917195,0,1
170,34.85358992101161,0,0
474,52.801195291758035,0,1
1120,63.028291764918286,1,2
937,60.20046552514402,1,2
269,37.44228975999714,0,0
260,71.17802188926487,0,1
385,48.781142692661795,0,1
40,18.89146615338154,0,0
996,70.41374937468632,1,2
1024,68.8696126982569,1,2
122,32.27159978199317,0,0
1200,72.01980311778487,1,2
287,19.996787517379126,0,0
962,71.08463971174135,1,2
185,19.022562817002783,0,0
1084,88.72614991182661,1,2
886,98.22077846262677,1,2
264,24.710784029008902,0,0
419,65.67206581170979,0,1
238,26.787573426914555,0,0
289,22.822487987260303,0,0
20,37.684750744484866,0,0
435,60.464687265763374,0,1
1181,87.26150427360427,1,2
209,21.26205434345694,0,0
3,33.548710457981784,0,0
998,104.51814479901759,1,2
755,94.16539302628988,1,2
994,84.97831673026357,1,2
334,35.81501693150677,0,1
669,62.02093505519531,0,1
203,23.649321713824406,0,0
594,67.47010113224201,0,1
670,52.0624303518979,0,1
24,16.4850364631173,0,0
1066,96.5415824209121,1,2
232,27.835228901974695,0,0
878,66.09762529145665,1,2
356,45.09233875799472,0,1
469,33.16583497355963,0,1
1200,71.20198349838815,1,2
446,59.38578868699427,0,1
1105,95.48920252311785,1,2
1093,86.36830538770661,1,2
614,54.35367141792473,0,1
216,32.94031449128897,0,0
396,63.10567303589687,0,1
457,69.36702822421226,0,1
76,41.50053219233736,0,0
353,52.89183735350229,0,1
389,28.951130608995772,0,0
182,28.434922556196526,0,0
129,34.568241072406494,0,0
62,35.915685738451515,0,0
1115,78.29662420732231,1,2
594,47.77001974534735,0,1
13,18.197368347763934,0,0
1142,80.41137886701048,1,2
343,60.09055502600226,0,1
257,39.834282126984746,0,0
883,86.00924473273258,1,2
543,63.45080865560137,0,1
82,36.72459565316654,0,0
265,34.808121897206355,0,0
121,33.463715753736956,0,0
736,33.19921761384926,0,1
1077,85.59588375909816,1,2
858,91.61064239048257,1,2
822,89.69797121678981,1,2
1088,97.63085210979521,1,2
407,52.34116611661126,0,1
187,21.77265137677595,0,0
894,93.8055015984296,1,2
829,76.515865321601,1,2
769,68.53069534272116,1,2
386,45.60398501203379,0,1
97,28.77651841523977,0,0
1200,77.4011923267127,1,2
15,23.515813834605176,0,0
53,28.380122667234918,0,0
816,67.51027003566463,1,2
349,61.52157258152818,0,1
538,40.10391432548414,0,1
556,54.708586582589106,0,1
250,34.16664976091856,0,0
1198,73.57095985313298,1,2
145,27.363355337130834,0,0
257,46.90244802743101,0,0
391,46.59859222428541,0,1
64,28.475915124299295,0,0
1035,88.0946700453256,1,2
1126,65.52095331375489,1,2
264,27.955355301717496,0,0
862,84.42607448311892,1,2
1131,56.79211551225595,1,2
844,69.33454364275731,1,2
333,54.812962702100606,0,1
650,59.728275619949464,0,1
10,28.561411051595005,0,0
898,64.35562610056841,1,2
387,54.55098448347258,0,1
1052,75.0003494761768,1,2
332,48.17616551704066,0,1
38,32.75647536292023,0,0
184,27.30095934939571,0,0
1067,72.4920528821427,1,2
917,60.23691839427458,1,2
786,95.01095439292341,1,2
530,54.645841774564595,0,1
377,49.85916643518196,0,1
401,68.76202861034722,0,1
363,54.14330300146908,0,1
446,65.41727212770795,0,1
183,33.217231475295634,0,0
538,39.701541357408544,0,1
887,63.47987034142626,1,2
62,33.343598003177675,0,0
1032,92.13881801602577,1,2
300,65.51132663051328,0,1
0,19.56554386586217,0,0
396,43.840423929787804,0,1
922,63.639642821341816,1,2
540,57.81078642080717,0,1
271,32.1288199319301,0,0
511,41.34084213657208,0,1
1061,79.98254260216876,1,2
692,67.41534206392217,0,1
209,35.97270130299048,0,0
1039,101.64885443664004,1,2
775,61.595145625750284,1,2
965,79.08917377803101,1,2
561,60.91689710849654,0,1
1005,69.77633689583726,1,2
418,30.46446140674928,0,0
617,54.32581903122318,0,1
483,43.8357831097503,0,1
456,66.72874631914767,0,1
516,53.3489082694101,0,1
513,46.493655280266665,0,1
360,61.98717503655989,0,1
551,74.35862022596609,0,1
764,51.31844468223207,0,1
178,37.40641059891961,0,0
431,42.37064798346329,0,1
962,62.65914275250542,1,2
36,28.199092634312258,0,0
1000,85.70138539888741,1,2
204,43.123042557321014,0,0
25,31.679070480629598,0,0
632,57.50152781697515,0,1
590,46.5236095165056,0,1
235,14.084938371162114,0,0
319,43.33418156408798,0,1
386,45.182955728902215,0,1
124,19.02254100538189,0,0
950,80.35750308059512,1,2
287,40.9793962449675,0,0
379,66.52338606084636,0,1
553,62.58862285928385,0,1
990,74.05806444189955,1,2
547,42.68311546765233,0,1
874,46.85726642999599,0,1
59,29.34973949547868,0,0
0,38.02298072002855,0,0
977,66.11768552236906,1,2
92,29.197417238934293,0,0
1200,74.23771973240578,1,2
882,81.8893871744739,1,2
1200,84.1124248896993,1,2
1200,99.29861449861937,1,2
653,57.961946786061034,0,1
89,31.404214358501868,0,0
173,22.926240878097627,0,0
844,77.25486535199326,1,2
995,92.26025539927589,1,2
457,43.11790508204407,0,1
206,39.25019581261129,0,0
1125,96.71477567060897,1,2
674,37.460745415212706,0,1
359,65.55269230960944,0,1
971,78.94663857972398,1,2
844,88.02323243282626,1,2
924,72.44323852199688,1,2
363,45.55114746753407,0,1
667,53.96342617214265,0,1
1027,62.838883200318755,1,2
936,88.99377105892192,1,2
551,42.266210043790664,0,1
107,15.7640613460623,0,0
169,21.51809409017823,0,0
982,63.3582415534111,1,2
762,53.48266133920694,0,1
551,64.00612443196142,0,1
366,47.17999714460892,0,1
376,62.90538324951059,0,1
1135,88.17485749282352,1,2
883,85.58665746113292,1,2
419,56.296273822145636,0,1
114,34.64699139875554,0,0
953,91.19205545006221,1,2
812,95.03576354263888,1,2
465,43.27898952387584,0,1
0,25.522277688320415,0,0
481,42.85268074547321,0,1
1153,65.8655140024606,1,2
76,23.369443464154703,0,0
406,40.94729414019056,0,1
0,40.988126185751504,0,0
1028,76.4495074672003,1,2
2,35.19661322721705,0,0
614,63.38989447161188,0,1
474,56.42173135338596,0,1
484,62.7295747695936,0,1
316,68.04418926211301,0,1
273,25.046352798695285,0,0
204,32.89366398292552,0,0
0,26.32088256247186,0,0
1136,67.63929472612566,1,2
65,26.053352524324758,0,0
188,31.68697260552812,0,0
1035,71.7802446759505,1,2
1089,77.74362882310037,1,2
197,41.807686871712434,0,0
323,29.902582822878117,0,0
1092,91.63129843523976,1,2
207,26.866867848211267,0,0
992,69.91173519399462,1,2
985,85.08751377342195,1,2
181,21.623499564125837,0,0
211,35.84485442629356,0,0
658,52.65741517380602,0,1
315,20.186826263970133,0,0
48,35.70756365591363,0,0
378,70.14341813414237,0,1
898,79.86485313395586,1,2
226,28.31626432338898,0,0
1176,84.3043060606251,1,2
225,27.75099051134394,0,0
163,30.295447370204418,0,0
1102,66.16455519587811,1,2
693,60.520007180994796,0,1
897,63.746608486600245,1,2
21,24.555385725626007,0,0
1150,63.18401844608167,1,2
195,31.51275103754581,0,0
572,64.55786105712382,0,1
930,94.15130531615308,1,2
1184,83.76060224334063,1,2
612,58.34720669656256,0,1
428,60.7992843289256,0,1
1200,65.48810102773685,1,2
666,77.83118266557734,0,1
337,24.445805132692772,0,0
1105,90.44820076855268,1,2
273,46.53761141322813,0,1
682,58.19947262208904,0,1
913,79.9688885869829,1,2
49,34.7697951702184,0,0
1182,79.49625250609225,1,2
759,83.05250974789652,1,2
88,31.2572364281056,0,0
807,65.28323163634006,0,1
462,66.8289753387237,0,1
850,93.92032186395221,1,2
1138,63.08527431423693,1,2
727,49.10563153224268,0,1
896,80.47556553704962,1,2
123,18.04878188759076,0,0
1045,64.92282503119029,1,2
542,53.727408919610006,0,1
1015,86.67394115400388,1,2
100,26.650653974084285,0,0
751,42.64092935919618,0,1
371,40.708923872862876,0,1
983,103.95686199575738,1,2
878,77.8540582209229,1,2
236,27.67636874006965,0,0
30,19.507454024868196,0,0
959,80.18835733493519,1,2
1161,57.78457333457489,1,2
845,103.76099478988236,1,2
681,60.44431793430141,0,1
601,48.14306558323687,0,1
1067,92.01993997812662,1,2
1007,72.15896301987506,1,2
99,42.52607089581792,0,0
556,55.01558408322815,0,1
619,60.23453153305928,0,1
928,62.974205419842214,1,2
1088,105.96685975722004,1,2
621,65.6322899245078,0,1
906,72.9235120984017,1,2
436,62.68873725193395,0,1
289,64.65861836805452,0,1
459,56.09030505841192,0,1
52,31.472514006873528,0,0
178,21.507169210302415,0,0
519,52.93636532554724,0,1
430,73.46737482999049,0,1
1197,88.28121787064998,1,2
1002,98.50224792408427,1,2
331,25.98388174525908,0,0
96,27.8482147340934,0,0
366,59.703425381336295,0,1
925,75.11502769623917,1,2
1077,91.24623954546809,1,2
750,52.14532270833478,0,1
987,79.44304129003388,1,2
486,41.30915431815069,0,1
274,39.83183774984657,0,0
1044,52.90960139126628,1,2
137,25.19147132551497,0,0
797,41.89636693336912,0,1
236,41.510539010221194,0,0
232,32.19418072243363,0,0
123,31.688874213227738,0,0
824,48.891758114889434,0,1
308,28.829320680452483,0,0
1009,99.604557176681,1,2
0,31.137150292929142,0,0
828,81.51165701938028,1,2
911,76.9823730952349,1,2
198,34.86201839034106,0,0
725,57.95503466618619,0,1
0,36.9077422652334,0,0
26,30.255652629324917,0,0
148,26.968864518681944,0,0
417,27.283327691712156,0,0
225,21.69479467441778,0,0
544,44.816166686760745,0,1
221,46.3523609784461,0,0
662,66.59399589663589,0,1
1003,80.85531056521177,1,2
1012,81.98830813460638,1,2
205,24.669554928732133,0,0
957,78.59872540232256,1,2
324,40.305888110658685,0,1
1171,99.37317297258818,1,2
688,44.60617282491579,0,1
929,74.68795150603371,1,2
210,17.375155421073654,0,0
993,87.48371089893774,1,2
9,40.83914711100263,0,0
589,60.58974897299797,0,1
214,46.899779036422686,0,1
198,27.08834504470967,0,0
572,71.9039553873046,0,1
398,48.54479669795603,0,1
220,27.156257606116665,0,0
873,70.63194878451314,1,2
1068,84.39014674390273,1,2
885,94.87364910235809,1,2
0,31.82165139664259,0,0
1106,82.5874240602448,1,2
778,85.21182720946061,1,2
533,67.12079733186852,0,1
715,64.63925743156504,0,1
1011,64.69295565629285,1,2
476,32.177072709492165,0,1
692,51.63750543819218,0,1
610,52.52803884422413,0,1
868,43.20276943109842,0,1
397,43.800377858912746,0,1
149,31.056877182838633,0,0
977,101.4033042382051,1,2
147,23.35863817507626,0,0
497,65.72627537777255,0,1
256,43.45355903445904,0,0
649,71.5052414798655,0,1
23,30.71095400344656,0,0
394,63.91132052957586,0,1
835,85.80614938125484,1,2
347,51.9137421586879,0,1
1165,67.29800834964661,1,2
55,31.22873241437406,0,0
1042,69.34248246665265,1,2
427,56.9791986851289,0,1
557,47.41424066964915,0,1
48,18.354594829223718,0,0
640,62.87803842480406,0,1
884,81.7775507935702,1,2
909,88.61371596381927,1,2
838,78.96872262320639,1,2
1018,60.100873263783,1,2
836,96.26577021241124,1,2
1023,88.7162540827206,1,2
164,38.74495050891586,0,0
197,24.63624251024161,0,0
292,34.735769434138575,0,0
278,18.475767189470254,0,0
1106,80.69845434061723,1,2
298,23.314788955921895,0,0
366,49.886907452207815,0,1
1182,96.63813793814764,1,2
648,34.94466545514466,0,1
738,61.68699740009829,0,1
1163,81.51758257354854,1,2
1161,90.14158138366334,1,2
143,31.485405177949453,0,0
0,36.98523206368137,0,0
248,25.12041906165948,0,0
1200,79.2094484753499,1,2
1080,57.85003870233547,1,2
150,34.48103671557292,0,0
0,40.38976472309677,0,0
970,67.13644746009534,1,2
830,57.59823596472341,1,2
983,87.29495098558867,1,2
1114,69.04834436655734,1,2
924,63.98988462233012,1,2
384,43.754578066691906,0,1
273,54.40759979324789,0,1
246,30.398836012133437,0,0
28,24.750031263387964,0,0
947,60.00108056301756,1,2
344,30.010780783692287,0,0
229,30.70583171798061,0,0
867,105.44364354715933,1,2
601,56.25368165357263,0,1
103,28.45956017245842,0,0
1188,68.77162374168749,1,2
143,33.48293087786914,0,0
606,50.642631410774975,0,1
920,88.68019851028319,1,2
901,89.0053444661813,1,2
891,72.60068553856108,1,2
477,46.010579456011115,0,1
937,91.40471561086503,1,2
1002,74.7026121656339,1,2
516,46.39253146921118,0,1
253,27.90920750581016,0,0
1042,65.94730449836277,1,2
111,21.545482379084724,0,0
508,59.289015914239215,0,1
426,67.99926380868276,0,1
1073,87.77136505614183,1,2
598,56.32914487415793,0,1
330,50.093759112992174,0,1
1039,71.65543405900074,1,2
0,26.567440277996802,0,0
98,21.590632338576416,0,0
449,56.52073167685853,0,1
113,30.595766055902153,0,0
1002,60.694485100215715,1,2
853,89.54583703795343,1,2
454,60.05386460971597,0,1
155,29.292865346568227,0,0
468,63.80049281910199,0,1
462,44.50392700494233,0,1
814,67.48812906424533,1,2
917,85.04228535433624,1,2
1105,95.58302353365355,1,2
451,59.68708751212371,0,1
880,89.60825461994507,1,2
611,51.07052251406951,0,1
837,81.99067290484143,1,2
879,81.37398390445203,1,2
260,23.663966041736064,0,0
419,30.0878202112934,0,1
902,90.0015027476889,1,2
985,98.85672823263917,1,2
844,79.96087335608736,1,2
70,19.448130108002104,0,0
837,83.05433940337598,1,2
1200,74.6958490874624,1,2
221,31.930683527606924,0,0
619,50.99253403540163,0,1
13,34.65170034197239,0,0
573,65.23584427651829,0,1
552,59.64265559103727,0,1
111,20.750790058305714,0,0
1184,76.45872586428004,1,2
132,31.537445374504667,0,0
496,63.81993484151548,0,1
1068,79.12136496435666,1,2
1035,85.90581616801941,1,2
938,97.78379187902725,1,2
200,44.784306098947425,0,0
173,23.900245587369337,0,0
524,51.27438545926536,0,1
904,98.42374295004292,1,2
920,81.14761450921765,1,2
824,59.14879706453598,1,2
406,59.38039536896362,0,1
821,40.08394545926412,0,1
843,91.14215160072213,1,2
107,32.611289730328195,0,0
0,19.251227535220668,0,0
397,57.80133518778187,0,1
905,67.90425318806159,1,2
387,40.7878860780349,0,1
868,76.50916828470997,1,2
180,31.666606599084286,0,0
46,32.84376885812222,0,0
368,44.73036342223608,0,1
324,70.99261064468284,0,1
665,68.15605406872433,0,1
1000,73.34209523363582,1,2
474,46.61004337327732,0,1
891,87.27987965990246,1,2
155,39.43861453226887,0,0
503,62.48864969879445,0,1
1100,74.56952375245845,1,2
761,55.674834131470234,0,1
979,82.85735020835448,1,2
383,65.52155263519151,0,1
1133,67.29947508390316,1,2
105,29.499328973842445,0,0
689,50.46613108700287,0,1
921,64.82059513430109,1,2
1098,68.24137567990023,1,2
35,46.732480063675155,0,0
185,40.04605800552785,0,0
277,28.377087905326427,0,0
1042,54.15719020159219,1,2
740,86.94433069580893,1,2
703,59.88540851413435,0,1
139,25.843415415723552,0,0
266,18.095223306533807,0,0
600,57.461260957924985,0,1
180,27.639080793736714,0,0
620,61.78701621813486,0,1
388,58.1490571627972,0,1
844,78.02181150585105,1,2
165,29.68991752290582,0,0
444,51.82103179913401,0,1
1003,68.15396504976168,1,2
1139,72.37240440919048,1,2
710,61.531513511570004,0,1
517,47.10460186556666,0,1
915,83.78555266782372,1,2
1167,62.780883160160755,1,2
319,54.685582563223505,0,1
488,55.80898418440651,0,1
536,71.99920429949493,0,1
1121,71.91419572632687,1,2
202,24.43545856406808,0,0
416,70.86077309621463,0,1
545,52.10918897828853,0,1
770,92.37075241869667,1,2
944,93.96582021223062,1,2
962,62.1577974187758,1,2
252,76.06876750521255,0,1
760,76.57862045381708,1,2
1162,94.88851537217572,1,2
315,49.2249901741512,0,1
16,43.01157511555121,0,0
227,27.963287865898522,0,0
357,37.13822458623863,0,0
35,25.298296441171484,0,0
391,55.574954333917745,0,1
1166,80.32110571399129,1,2
1128,57.02467977116417,1,2
218,13.520975180493586,0,0
837,102.99992384496542,1,2
991,53.74566066259322,1,2
418,48.86094512083323,0,1
693,52.37835111658225,0,1
810,78.7588961614152,1,2
161,11.129909063979836,0,0
102,29.975707260157847,0,0
52,18.090403351503856,0,0
479,61.573384018941525,0,1
537,69.69785330205818,0,1
807,74.6282233975083,1,2
431,57.278727527245124,0,1
429,57.01218485558415,0,1
561,70.34735175375265,0,1
917,96.50874202725866,1,2
202,16.689912666629485,0,0
700,62.24075978905156,0,1
17,23.00925834782728,0,0
154,14.726314964151282,0,0
971,68.4596322245195,1,2
500,75.3439184898869,0,1
563,53.56507755726236,0,1
998,87.69560591722575,1,2
1200,76.99674500172578,1,2
625,50.55667436332535,0,1
596,70.63236368868165,0,1
245,42.69179254515449,0,0
870,77.4406660756172,1,2
737,52.3616833218976,0,1
480,46.513491597058895,0,1
141,17.899655654459636,0,0
1134,88.45536606326965,1,2
246,32.38897029097993,0,0
227,30.92942341677044,0,0
874,74.8381076920367,1,2
706,41.124484776759545,0,1
283,36.35746153876133,0,0
248,35.774257179520326,0,0
331,48.021752451673265,0,0
1004,72.49795854437245,1,2
463,45.73320919105392,0,1
326,32.42793181072347,0,0
1200,93.13747486891815,1,2
584,68.77282197824447,0,1
210,35.618133565703666,0,0
